,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
10,6,5,9,2,2,3,36.87000000000064,285.5099999999821,578.3699999997158,12.5,2.5,19.25,0.9855773714969801,1.0176232882427303,1.0466783909658275,-0.013912253145536457,0.09745464113305591,0.009690533136276436,0.31666666666666643,-0.11666666666666714,-0.11666666666666714,1740568361,,False,1,7fa3c_00010,2025-02-26_11-12-41,38.86355710029602,38.86355710029602,998666,cnl-brain9,155.198.99.250,38.86355710029602,1,0.4,100.0,0.8,7fa3c_00010
11,1,2,2,1,2,1,58.02000000000144,319.1399999999515,588.8099999997063,2.25,2.25,2.25,0.8988470295268762,0.9960272718126723,1.0559967961254217,0.0290356355891066,0.10121854347567627,-0.0034885831324014127,0.11666666666666647,-0.11666666666666714,-0.11666666666666714,1740568360,,False,1,7fa3c_00011,2025-02-26_11-12-40,38.02206110954285,38.02206110954285,998667,cnl-brain9,155.198.99.250,38.02206110954285,1,0.4,100.0,1.3,7fa3c_00011
12,1,1,0,1,1,0,44.37000000000092,282.5399999999848,,1.5,1.5,0.0,0.9837314953888731,0.9267650401974464,0.9267650401974464,-0.012555984505743467,0.01547570756741834,,0.016666666666666385,-0.01666666666666705,-0.01666666666666705,1740568358,,False,1,7fa3c_00012,2025-02-26_11-12-38,35.690338373184204,35.690338373184204,998668,cnl-brain9,155.198.99.250,35.690338373184204,1,0.4,100.0,1.8,7fa3c_00012
13,1,1,0,1,1,0,64.83000000000169,347.189999999926,,1.0,1.0,0.75,0.9958800185644646,0.9974517052803906,0.9974517052803906,-0.05712623290416774,0.06656560477306384,,0.11666666666666647,-0.11666666666666714,-0.11666666666666714,1740568361,,False,1,7fa3c_00013,2025-02-26_11-12-41,38.64122653007507,38.64122653007507,998669,cnl-brain9,155.198.99.250,38.64122653007507,1,0.4,100.0,3.0,7fa3c_00013
14,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568361,,False,1,7fa3c_00014,2025-02-26_11-12-41,38.52753162384033,38.52753162384033,998670,cnl-brain9,155.198.99.250,38.52753162384033,1,0.4,100.0,5.0,7fa3c_00014
15,2,5,9,1,2,2,36.75000000000063,281.8799999999854,548.1899999997432,2.75,9.75,27.0,1.0757670091805527,0.879382474667112,1.0764475786945722,-0.055516197118333555,0.027630242094959456,0.008256748072543285,0.11666666666666647,-0.11666666666666714,0.08333333333333304,1740568359,,False,1,7fa3c_00015,2025-02-26_11-12-39,36.45262956619263,36.45262956619263,998671,cnl-brain9,155.198.99.250,36.45262956619263,1,0.4,125.0,0.8,7fa3c_00015
16,1,2,2,1,1,1,41.340000000000806,320.4599999999503,572.8799999997208,2.25,3.0,2.25,1.1279467744943943,0.8110318812619075,1.0209557702431564,0.01838457187692466,-0.02276518591630783,0.0017270466411658525,0.016666666666666385,-0.01666666666666705,-0.01666666666666705,1740568360,,False,1,7fa3c_00016,2025-02-26_11-12-40,38.24660849571228,38.24660849571228,998672,cnl-brain9,155.198.99.250,38.24660849571228,1,0.4,125.0,1.3,7fa3c_00016
17,1,1,1,1,1,1,38.10000000000068,284.0699999999834,580.2299999997141,1.5,1.0,1.5,1.0469986372308564,1.1341221136916242,0.999038921806977,0.012707413991345451,0.10008267003256499,-0.004106295651124636,0.11666666666666647,-0.41666666666666696,0.18333333333333313,1740568362,,False,1,7fa3c_00017,2025-02-26_11-12-42,39.83809447288513,39.83809447288513,998673,cnl-brain9,155.198.99.250,39.83809447288513,1,0.4,125.0,1.8,7fa3c_00017
18,1,1,0,1,1,0,41.580000000000815,301.1099999999679,,1.0,1.0,0.0,1.1867756871625894,0.9082711336816189,0.9082711336816189,-0.004792374155152768,0.020207954286215912,,0.016666666666666385,-0.01666666666666705,-0.01666666666666705,1740568361,,False,1,7fa3c_00018,2025-02-26_11-12-41,38.500396490097046,38.500396490097046,998674,cnl-brain9,155.198.99.250,38.500396490097046,1,0.4,125.0,3.0,7fa3c_00018
19,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568362,,False,1,7fa3c_00019,2025-02-26_11-12-42,39.810256242752075,39.810256242752075,998675,cnl-brain9,155.198.99.250,39.810256242752075,1,0.4,125.0,5.0,7fa3c_00019
